latitude,longitude
47.4547454 , -0.2672137
49.3604693 , 0.0838744
49.1436589 , 0.2267598
48.0422063 , -1.7075095
47.4206954 , 0.6948979
47.2117328 , -1.6527902
49.4184339 , 2.8256445
48.509544 , 2.6092632
47.8120725 , 3.5710005
48.8557976 , 2.4230112
49.4079573 , 0.2628602
43.8003767 , 1.6077383737625301
48.8356031 , -1.5686614
48.6675033 , 6.1691498
49.012425 , 6.395892
48.7351151 , 7.0518611
50.4213699 , 3.6612207
50.5146502 , 2.1344735
48.6518873 , 7.702162
48.6056823 , 7.6863877
48.8216053 , 7.7339356
47.7469765 , 7.3378244
46.2915733 , 4.3080207
48.5175329 , 3.2403505
46.5006446 , -1.7968216
48.5922371 , 2.2606674
48.7017389 , 2.4251594
48.891173 , 2.454455
48.8205022 , 2.4148364
47.03423 , 5.784513
48.5125939 , 0.3535963
47.7846573 , 7.347671
48.7377648 , 7.0553909
47.1830376 , 5.908224
45.4230688 , 4.0652516
49.177772 , -0.3194263
46.1663643 , -1.1788649
50.3731186 , 3.3911574
44.8041048 , 3.2756641
48.7780575 , -1.5650054
43.6103681 , 1.5151235
43.2878664 , 5.5783663
48.3550078 , 5.6962755
46.6737372 , 4.3630729
50.2846026 , 2.7905276
44.9288954 , 4.8903758
43.5957637 , 1.4189315
47.2602565 , -2.336513
45.7433843 , 4.2241788
48.8880778 , 6.0529582
49.0951245 , 6.181039177083334
47.7011898 , -0.0702659
48.4899401 , 7.678593
47.7293748 , 7.416435
49.4409948 , 6.0823317
49.3259508 , 6.1244688
47.8833967 , 6.7614382
48.6599286 , 6.2261603
48.3454551 , -0.2770873
43.1842568 , 0.0156189
48.0665976 , -2.8756862
47.9598615 , -1.497287425284448
48.534862 , 7.7238238
48.2055579 , 7.3570675
45.8728597 , 4.4954226
48.5815287 , 6.9456352
50.4522956 , 2.5366202
48.7185525 , 7.7992519
45.461227 , 4.7664276
48.7575628 , 7.3775919
48.90262 , 6.0535945
47.7659236 , 7.3228667
47.3482031 , -0.7600953
48.8135789 , 3.0838125
43.0632046 , 0.1500819
43.5868061 , 1.4628584
47.7136935 , -1.3825628
48.8371494 , 2.3493851
45.2011752 , 5.8375405
47.5864559 , 7.56492
43.3232949 , 5.4534781
47.5167167 , -2.2949629
43.3001763 , 5.3843741
48.1925427 , -2.4148196
46.2325446 , 0.6882152
47.9421045 , -1.2324393
49.126833000000005 , 6.193878561643837
49.115157249999996 , 6.174036782583617
43.331699650000004 , 5.457681097680993
46.9096772 , 6.3485182
47.2678346 , -0.5011861
48.7170277 , 5.2782818
48.0825311 , -2.2842643
49.2916082 , 6.5340559
50.753753 , 3.120783
48.6912866 , 7.8810211
48.0744847 , 7.3442457
47.561686 , 7.5265099
45.7168179 , 4.8757388
48.0161608 , 0.2156868
45.8897179 , 6.1008794
48.8908055 , 2.3596922
46.6578695 , -0.239751
48.687044 , 2.3526506
48.8294471 , 2.233255
48.8953171 , 2.4776206
48.7221266 , 2.5338993
43.6227854 , 2.258804
47.6617091 , -0.2442012
47.7461883 , 7.3583041
48.0713325 , 7.347294
45.195357 , 0.7829138
48.9361496 , 2.8761243
50.6369414 , 3.0658572
50.6279616 , 2.7714457
45.9024922 , 6.1293932
47.7473225 , 7.365066
50.8109297 , 2.5821815
43.299703 , 5.3969721
48.3693307 , 7.5950624
48.624632 , 7.7543428
45.5013781 , 5.1409856
48.6740812 , 5.8894812
48.3166488 , 5.581145
47.8885008 , 6.9976709
49.8477433 , 3.2875688
48.8097085 , 6.7209951
48.2886412 , -0.6218682
48.2900761 , -0.9243585
